Beneficiary_ID,Gender,Age,District,State,Program_Name,Program_Date,Workshop_Hours,Program_Cost,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Improvement_Percentage,Employment_Status,Outcome_Status
B1641,Female,18,Roorkee,Uttarakhand,Digital Literacy,2024-02-25,6,4420,Completed,68,90,32.35,Employed,Improved
B1642,Male,41,Dehradun,Uttarakhand,Employment Readiness,2025-11-11,8,1859,Completed,52,72,38.46,Employed,Improved
B1643,Male,19,Roorkee,Uttarakhand,Employment Readiness,2024-07-16,6,2926,Completed,51,60,17.65,Employed,Not Improved
B1644,Female,20,Nainital,Uttarakhand,Skill Development,2024-12-26,8,1493,Completed,31,57,83.87,Unemployed,Improved
B1645,Male,37,Haridwar,Uttarakhand,Employment Readiness,2024-11-09,8,1213,Completed,65,74,13.85,Unemployed,Not Improved
B1646,Male,26,Dehradun,Uttarakhand,Employment Readiness,2024-08-20,4,2810,Completed,53,60,13.21,Unemployed,Not Improved
B1647,Female,24,Haridwar,Uttarakhand,Employment Readiness,2025-06-24,8,3666,Completed,57,94,64.91,Unemployed,Improved
B1648,Male,27,Haridwar,Uttarakhand,Digital Literacy,2025-04-03,6,4649,Incomplete,38,57,50.0,Unemployed,Improved
B1649,Female,19,Roorkee,Uttarakhand,Digital Literacy,2025-02-12,4,2778,Completed,37,68,83.78,Employed,Improved
B1650,Female,32,Roorkee,Uttarakhand,Digital Literacy,2025-03-08,8,1863,Completed,59,89,50.85,Employed,Improved
B1651,Female,40,Roorkee,Uttarakhand,Digital Literacy,2024-08-01,4,4109,Completed,60,89,48.33,Employed,Improved
B1652,Male,42,Nainital,Uttarakhand,Employment Readiness,2025-11-18,6,1860,Completed,49,74,51.02,Employed,Improved
B1653,Male,19,Dehradun,Uttarakhand,Employment Readiness,2025-05-12,8,1056,Completed,47,68,44.68,Unemployed,Improved
B1654,Male,21,Udham Singh Nagar,Uttarakhand,Skill Development,2025-07-17,8,2120,Completed,23,29,26.09,Employed,Improved
B1655,Male,35,Roorkee,Uttarakhand,Digital Literacy,2024-01-12,6,1562,Completed,64,77,20.31,Unemployed,Improved
B1656,Male,19,Roorkee,Uttarakhand,Employment Readiness,2025-11-29,8,3906,Completed,68,73,7.35,Unemployed,Not Improved
B1657,Female,42,Nainital,Uttarakhand,Digital Literacy,2024-09-12,4,2119,Completed,54,64,18.52,Employed,Not Improved
B1658,Female,43,Nainital,Uttarakhand,Skill Development,2025-11-08,8,2921,Completed,41,57,39.02,Employed,Improved
B1659,Female,28,Roorkee,Uttarakhand,Employment Readiness,2024-09-21,8,4041,Completed,24,29,20.83,Employed,Improved
B1660,Male,20,Dehradun,Uttarakhand,Skill Development,2024-02-08,8,2120,Completed,30,63,110.0,Unemployed,Improved
B1661,Female,18,Roorkee,Uttarakhand,Digital Literacy,2024-10-12,6,3471,Incomplete,27,47,74.07,Employed,Improved
B1662,Female,44,Nainital,Uttarakhand,Skill Development,2024-04-13,6,4657,Completed,51,76,49.02,Unemployed,Improved
B1663,Female,39,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-11-24,4,1524,Completed,34,51,50.0,Employed,Improved
B1664,Female,23,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-02-08,8,1481,Completed,65,73,12.31,Unemployed,Not Improved
B1665,Female,36,Dehradun,Uttarakhand,Digital Literacy,2025-04-07,8,3504,Completed,27,51,88.89,Employed,Improved
B1666,Female,44,Haridwar,Uttarakhand,Skill Development,2025-02-03,6,4772,Completed,28,41,46.43,Employed,Improved
B1667,Female,28,Roorkee,Uttarakhand,Employment Readiness,2025-01-23,6,1182,Completed,55,62,12.73,Unemployed,Not Improved
B1668,Female,42,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-04-02,4,1718,Completed,59,73,23.73,Unemployed,Improved
B1669,Female,36,Nainital,Uttarakhand,Digital Literacy,2024-12-07,4,3361,Completed,21,27,28.57,Unemployed,Improved
B1670,Male,18,Dehradun,Uttarakhand,Skill Development,2024-02-28,4,4717,Completed,45,77,71.11,Employed,Improved
B1671,Male,24,Dehradun,Uttarakhand,Employment Readiness,2024-05-21,6,2667,Completed,58,67,15.52,Unemployed,Not Improved
B1672,Male,33,Dehradun,Uttarakhand,Employment Readiness,2025-02-06,4,4824,Completed,20,39,95.0,Employed,Improved
B1673,Male,33,Haridwar,Uttarakhand,Employment Readiness,2025-07-29,4,1975,Completed,66,94,42.42,Employed,Improved
B1674,Female,43,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-08-10,8,2769,Completed,44,71,61.36,Unemployed,Improved
B1675,Male,42,Roorkee,Uttarakhand,Employment Readiness,2025-06-15,6,4910,Completed,55,90,63.64,Employed,Improved
B1676,Male,29,Haridwar,Uttarakhand,Skill Development,2025-11-26,6,4691,Completed,33,57,72.73,Unemployed,Improved
B1677,Male,21,Nainital,Uttarakhand,Digital Literacy,2024-12-06,8,3937,Completed,43,53,23.26,Unemployed,Improved
B1678,Female,23,Nainital,Uttarakhand,Digital Literacy,2025-03-17,4,2878,Completed,44,74,68.18,Employed,Improved
B1679,Female,26,Haridwar,Uttarakhand,Employment Readiness,2025-07-03,4,2393,Completed,35,48,37.14,Unemployed,Improved
B1680,Female,33,Roorkee,Uttarakhand,Digital Literacy,2024-10-08,6,3334,Incomplete,63,93,47.62,Unemployed,Improved
B1681,Male,26,Haridwar,Uttarakhand,Employment Readiness,2025-03-07,8,3156,Completed,65,71,9.23,Unemployed,Not Improved
B1682,Male,40,Haridwar,Uttarakhand,Employment Readiness,2024-07-05,8,2850,Completed,52,92,76.92,Unemployed,Improved
B1683,Female,28,Dehradun,Uttarakhand,Employment Readiness,2024-01-29,8,4363,Completed,33,54,63.64,Unemployed,Improved
B1684,Female,26,Roorkee,Uttarakhand,Skill Development,2024-03-30,6,3441,Completed,28,67,139.29,Employed,Improved
B1685,Female,26,Udham Singh Nagar,Uttarakhand,Skill Development,2024-12-28,8,4324,Incomplete,53,67,26.42,Unemployed,Improved
B1686,Female,28,Roorkee,Uttarakhand,Employment Readiness,2025-10-13,6,3899,Completed,40,52,30.0,Employed,Improved
B1687,Male,27,Haridwar,Uttarakhand,Digital Literacy,2024-08-20,8,4964,Completed,68,73,7.35,Employed,Not Improved
B1688,Male,20,Roorkee,Uttarakhand,Digital Literacy,2024-07-21,8,4392,Completed,55,87,58.18,Unemployed,Improved
B1689,Female,41,Roorkee,Uttarakhand,Skill Development,2024-02-11,6,4070,Completed,26,61,134.62,Employed,Improved
B1690,Female,30,Dehradun,Uttarakhand,Digital Literacy,2025-03-06,4,2196,Completed,64,78,21.88,Employed,Improved
B1691,Male,34,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-09-20,6,4997,Completed,66,86,30.3,Employed,Improved
B1692,Female,34,Haridwar,Uttarakhand,Skill Development,2024-05-14,6,2946,Incomplete,43,54,25.58,Employed,Improved
B1693,Female,39,Roorkee,Uttarakhand,Employment Readiness,2024-01-31,6,4896,Completed,36,58,61.11,Employed,Improved
B1694,Female,42,Roorkee,Uttarakhand,Skill Development,2024-12-04,4,1672,Incomplete,49,65,32.65,Unemployed,Improved
B1695,Female,32,Roorkee,Uttarakhand,Employment Readiness,2025-09-26,6,3132,Incomplete,67,73,8.96,Unemployed,Not Improved
B1696,Male,23,Haridwar,Uttarakhand,Skill Development,2024-09-05,6,1177,Completed,42,65,54.76,Employed,Improved
B1697,Female,20,Dehradun,Uttarakhand,Skill Development,2024-01-06,4,4866,Completed,54,67,24.07,Unemployed,Improved
B1698,Male,34,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-01-13,8,4079,Completed,66,93,40.91,Employed,Improved
B1699,Male,41,Haridwar,Uttarakhand,Skill Development,2025-09-10,4,1973,Completed,42,72,71.43,Employed,Improved
B1700,Female,29,Dehradun,Uttarakhand,Employment Readiness,2025-02-08,8,4064,Completed,28,55,96.43,Employed,Improved
B1701,Female,29,Dehradun,Uttarakhand,Employment Readiness,2025-05-05,8,2711,Incomplete,43,64,48.84,Employed,Improved
B1702,Female,23,Nainital,Uttarakhand,Digital Literacy,2025-09-12,4,4150,Completed,54,79,46.3,Unemployed,Improved
B1703,Female,27,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-06-13,8,3679,Completed,25,42,68.0,Unemployed,Improved
B1704,Female,25,Nainital,Uttarakhand,Employment Readiness,2024-08-12,4,2662,Completed,62,99,59.68,Employed,Improved
B1705,Female,23,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-11-05,6,3707,Completed,34,45,32.35,Employed,Improved
B1706,Male,29,Dehradun,Uttarakhand,Digital Literacy,2024-01-01,4,1262,Completed,49,63,28.57,Unemployed,Improved
B1707,Male,29,Roorkee,Uttarakhand,Employment Readiness,2024-09-17,4,3216,Completed,34,49,44.12,Unemployed,Improved
B1708,Male,22,Roorkee,Uttarakhand,Digital Literacy,2025-08-22,6,4620,Completed,66,73,10.61,Employed,Not Improved
B1709,Male,36,Udham Singh Nagar,Uttarakhand,Digital Literacy,2025-11-30,6,2454,Completed,41,63,53.66,Unemployed,Improved
B1710,Female,19,Nainital,Uttarakhand,Digital Literacy,2024-05-13,8,2984,Incomplete,41,54,31.71,Unemployed,Improved
B1711,Female,36,Nainital,Uttarakhand,Skill Development,2024-02-04,8,4515,Completed,32,62,93.75,Employed,Improved
B1712,Female,37,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-04-16,8,3952,Completed,44,61,38.64,Employed,Improved
B1713,Male,27,Roorkee,Uttarakhand,Employment Readiness,2024-11-24,8,3272,Completed,60,88,46.67,Employed,Improved
B1714,Male,28,Nainital,Uttarakhand,Skill Development,2024-07-06,8,1489,Completed,21,40,90.48,Unemployed,Improved
B1715,Female,23,Dehradun,Uttarakhand,Digital Literacy,2025-07-24,8,2487,Completed,54,74,37.04,Employed,Improved
B1716,Male,45,Nainital,Uttarakhand,Employment Readiness,2024-03-09,8,4623,Completed,49,56,14.29,Unemployed,Not Improved
B1717,Male,34,Haridwar,Uttarakhand,Skill Development,2025-11-18,6,2984,Completed,51,75,47.06,Employed,Improved
B1718,Female,32,Roorkee,Uttarakhand,Employment Readiness,2024-10-07,8,1054,Completed,61,98,60.66,Unemployed,Improved
B1719,Female,22,Dehradun,Uttarakhand,Digital Literacy,2024-07-18,8,1501,Incomplete,64,100,56.25,Employed,Improved
B1720,Male,37,Nainital,Uttarakhand,Digital Literacy,2024-07-05,6,1982,Completed,60,92,53.33,Employed,Improved
B1721,Female,42,Dehradun,Uttarakhand,Employment Readiness,2024-05-30,4,1373,Completed,46,83,80.43,Unemployed,Improved
B1722,Female,37,Haridwar,Uttarakhand,Skill Development,2025-07-30,4,3097,Completed,56,87,55.36,Unemployed,Improved
B1723,Male,39,Dehradun,Uttarakhand,Employment Readiness,2024-08-27,4,1803,Incomplete,53,74,39.62,Unemployed,Improved
B1724,Male,40,Nainital,Uttarakhand,Digital Literacy,2024-02-06,6,3281,Completed,29,50,72.41,Unemployed,Improved
B1725,Female,25,Nainital,Uttarakhand,Employment Readiness,2025-07-22,8,1324,Completed,38,52,36.84,Employed,Improved
B1726,Male,43,Nainital,Uttarakhand,Digital Literacy,2025-08-29,4,1775,Completed,50,68,36.0,Unemployed,Improved
B1727,Female,32,Dehradun,Uttarakhand,Skill Development,2024-07-15,8,4602,Completed,27,43,59.26,Unemployed,Improved
B1728,Female,44,Dehradun,Uttarakhand,Employment Readiness,2025-02-24,8,4814,Completed,62,94,51.61,Unemployed,Improved
B1729,Male,35,Dehradun,Uttarakhand,Skill Development,2025-06-25,8,4507,Incomplete,38,78,105.26,Employed,Improved
B1730,Female,44,Nainital,Uttarakhand,Digital Literacy,2025-09-03,8,1491,Completed,46,82,78.26,Employed,Improved
B1731,Female,30,Udham Singh Nagar,Uttarakhand,Skill Development,2024-11-02,4,3843,Completed,55,64,16.36,Unemployed,Not Improved
B1732,Female,23,Nainital,Uttarakhand,Employment Readiness,2025-03-27,4,2836,Incomplete,43,80,86.05,Unemployed,Improved
B1733,Female,31,Nainital,Uttarakhand,Skill Development,2025-11-15,8,3670,Completed,45,54,20.0,Unemployed,Improved
B1734,Female,26,Dehradun,Uttarakhand,Skill Development,2024-12-13,8,3900,Completed,46,70,52.17,Employed,Improved
B1735,Female,38,Roorkee,Uttarakhand,Skill Development,2024-07-25,4,4106,Completed,39,51,30.77,Unemployed,Improved
B1736,Male,28,Haridwar,Uttarakhand,Digital Literacy,2025-07-28,4,1685,Completed,67,86,28.36,Unemployed,Improved
B1737,Male,33,Haridwar,Uttarakhand,Skill Development,2025-09-22,8,2152,Completed,30,37,23.33,Employed,Improved
B1738,Female,39,Roorkee,Uttarakhand,Employment Readiness,2025-12-24,6,1819,Completed,69,100,44.93,Unemployed,Improved
B1739,Female,28,Dehradun,Uttarakhand,Employment Readiness,2025-03-06,8,4157,Completed,58,63,8.62,Unemployed,Not Improved
B1740,Male,45,Roorkee,Uttarakhand,Employment Readiness,2024-08-05,8,3668,Completed,50,59,18.0,Employed,Not Improved
B1741,Male,23,Nainital,Uttarakhand,Digital Literacy,2024-11-27,8,1073,Completed,27,46,70.37,Employed,Improved
B1742,Male,35,Roorkee,Uttarakhand,Skill Development,2025-07-27,4,1675,Incomplete,33,41,24.24,Unemployed,Improved
B1743,Male,40,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-02-27,6,2530,Completed,60,98,63.33,Unemployed,Improved
B1744,Female,34,Nainital,Uttarakhand,Skill Development,2024-05-14,6,1564,Incomplete,21,46,119.05,Employed,Improved
B1745,Male,29,Haridwar,Uttarakhand,Employment Readiness,2025-04-06,8,1001,Completed,24,32,33.33,Unemployed,Improved
B1746,Male,40,Udham Singh Nagar,Uttarakhand,Skill Development,2024-07-14,4,4171,Completed,48,74,54.17,Employed,Improved
B1747,Male,33,Dehradun,Uttarakhand,Employment Readiness,2024-03-28,4,4273,Incomplete,47,73,55.32,Employed,Improved
B1748,Female,45,Roorkee,Uttarakhand,Employment Readiness,2024-08-22,4,1801,Completed,44,80,81.82,Employed,Improved
B1749,Male,41,Udham Singh Nagar,Uttarakhand,Digital Literacy,2024-07-28,6,3082,Completed,70,95,35.71,Unemployed,Improved
B1750,Male,23,Roorkee,Uttarakhand,Skill Development,2025-05-01,4,3884,Completed,20,32,60.0,Unemployed,Improved
B1751,Female,22,Udham Singh Nagar,Uttarakhand,Skill Development,2025-10-26,4,4563,Completed,69,85,23.19,Unemployed,Improved
B1752,Female,26,Haridwar,Uttarakhand,Employment Readiness,2025-06-04,6,4532,Completed,37,60,62.16,Employed,Improved
B1753,Male,36,Nainital,Uttarakhand,Employment Readiness,2025-09-26,6,3807,Completed,67,76,13.43,Unemployed,Not Improved
B1754,Female,28,Roorkee,Uttarakhand,Employment Readiness,2024-05-03,6,1687,Completed,37,76,105.41,Unemployed,Improved
B1755,Male,28,Dehradun,Uttarakhand,Digital Literacy,2025-07-28,6,4193,Completed,68,100,47.06,Employed,Improved
B1756,Female,37,Roorkee,Uttarakhand,Employment Readiness,2024-08-11,6,3245,Completed,50,58,16.0,Employed,Not Improved
B1757,Female,22,Haridwar,Uttarakhand,Digital Literacy,2025-02-08,4,1843,Completed,50,78,56.0,Unemployed,Improved
B1758,Female,18,Dehradun,Uttarakhand,Digital Literacy,2025-01-21,4,4913,Completed,63,93,47.62,Unemployed,Improved
B1759,Female,39,Roorkee,Uttarakhand,Digital Literacy,2025-12-21,8,1012,Completed,25,32,28.0,Employed,Improved
B1760,Male,32,Udham Singh Nagar,Uttarakhand,Skill Development,2024-11-11,6,2889,Completed,44,53,20.45,Unemployed,Improved
B1761,Male,31,Haridwar,Uttarakhand,Employment Readiness,2025-01-20,6,1102,Completed,59,98,66.1,Unemployed,Improved
B1762,Female,35,Dehradun,Uttarakhand,Digital Literacy,2024-09-01,6,3465,Completed,49,66,34.69,Employed,Improved
B1763,Female,36,Dehradun,Uttarakhand,Skill Development,2024-04-08,4,1916,Completed,24,29,20.83,Unemployed,Improved
B1764,Male,21,Nainital,Uttarakhand,Digital Literacy,2024-08-22,4,2652,Completed,38,53,39.47,Employed,Improved
B1765,Female,42,Dehradun,Uttarakhand,Digital Literacy,2024-12-08,6,2844,Incomplete,25,65,160.0,Unemployed,Improved
B1766,Male,34,Nainital,Uttarakhand,Skill Development,2024-09-12,6,3990,Completed,50,58,16.0,Unemployed,Not Improved
B1767,Female,39,Nainital,Uttarakhand,Employment Readiness,2025-04-01,8,3416,Completed,51,58,13.73,Unemployed,Not Improved
B1768,Female,31,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-10-28,6,2514,Completed,38,52,36.84,Employed,Improved
B1769,Male,34,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-09-27,4,2502,Completed,31,50,61.29,Employed,Improved
B1770,Male,21,Dehradun,Uttarakhand,Employment Readiness,2024-09-30,6,4449,Completed,27,40,48.15,Employed,Improved
B1771,Female,32,Roorkee,Uttarakhand,Skill Development,2024-04-13,4,3437,Completed,28,52,85.71,Unemployed,Improved
B1772,Female,33,Haridwar,Uttarakhand,Digital Literacy,2024-03-30,8,4010,Incomplete,25,45,80.0,Unemployed,Improved
B1773,Female,31,Udham Singh Nagar,Uttarakhand,Skill Development,2025-03-16,6,1189,Completed,23,52,126.09,Employed,Improved
B1774,Female,33,Nainital,Uttarakhand,Skill Development,2024-08-27,8,3205,Completed,67,100,49.25,Unemployed,Improved
B1775,Male,19,Nainital,Uttarakhand,Employment Readiness,2024-02-20,6,3128,Completed,66,100,51.52,Employed,Improved
B1776,Female,32,Dehradun,Uttarakhand,Digital Literacy,2024-09-15,6,2169,Completed,62,67,8.06,Unemployed,Not Improved
B1777,Male,26,Dehradun,Uttarakhand,Skill Development,2025-09-06,4,2299,Completed,37,67,81.08,Unemployed,Improved
B1778,Female,44,Dehradun,Uttarakhand,Employment Readiness,2025-07-23,4,2351,Completed,65,87,33.85,Employed,Improved
B1779,Female,34,Dehradun,Uttarakhand,Employment Readiness,2025-09-01,4,4817,Completed,47,72,53.19,Employed,Improved
B1780,Male,30,Haridwar,Uttarakhand,Skill Development,2025-05-21,4,3693,Completed,68,86,26.47,Employed,Improved
B1781,Male,39,Nainital,Uttarakhand,Employment Readiness,2024-12-03,8,3609,Completed,59,70,18.64,Employed,Not Improved
B1782,Female,24,Roorkee,Uttarakhand,Digital Literacy,2024-10-20,4,1598,Completed,61,100,63.93,Unemployed,Improved
B1783,Male,25,Dehradun,Uttarakhand,Skill Development,2025-06-11,8,2278,Completed,34,56,64.71,Unemployed,Improved
B1784,Female,39,Dehradun,Uttarakhand,Digital Literacy,2024-06-24,4,3715,Completed,70,92,31.43,Unemployed,Improved
B1785,Female,43,Roorkee,Uttarakhand,Skill Development,2025-02-12,8,2814,Completed,56,84,50.0,Unemployed,Improved
B1786,Male,32,Haridwar,Uttarakhand,Digital Literacy,2024-11-26,4,2384,Completed,45,69,53.33,Unemployed,Improved
B1787,Male,41,Haridwar,Uttarakhand,Employment Readiness,2024-11-09,8,4639,Completed,33,57,72.73,Unemployed,Improved
B1788,Female,42,Roorkee,Uttarakhand,Skill Development,2025-01-28,8,1973,Completed,51,66,29.41,Employed,Improved
B1789,Female,30,Nainital,Uttarakhand,Skill Development,2025-06-22,4,2250,Completed,41,64,56.1,Employed,Improved
B1790,Female,19,Dehradun,Uttarakhand,Employment Readiness,2024-12-20,8,1980,Completed,21,52,147.62,Employed,Improved
B1791,Female,27,Dehradun,Uttarakhand,Employment Readiness,2025-08-02,8,2583,Completed,59,96,62.71,Unemployed,Improved
B1792,Male,34,Haridwar,Uttarakhand,Skill Development,2025-09-17,6,2146,Completed,35,54,54.29,Unemployed,Improved
B1793,Male,18,Dehradun,Uttarakhand,Skill Development,2025-10-23,6,1974,Completed,20,25,25.0,Employed,Improved
B1794,Male,45,Udham Singh Nagar,Uttarakhand,Skill Development,2025-10-20,8,4941,Completed,25,48,92.0,Unemployed,Improved
B1795,Female,37,Roorkee,Uttarakhand,Digital Literacy,2025-10-24,4,1064,Completed,30,59,96.67,Unemployed,Improved
B1796,Male,29,Dehradun,Uttarakhand,Employment Readiness,2024-04-07,6,1970,Incomplete,44,50,13.64,Employed,Not Improved
B1797,Female,40,Nainital,Uttarakhand,Skill Development,2024-06-20,4,1991,Completed,53,90,69.81,Unemployed,Improved
B1798,Female,20,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-06-07,8,4870,Incomplete,62,75,20.97,Unemployed,Improved
B1799,Male,37,Nainital,Uttarakhand,Digital Literacy,2025-11-22,8,1211,Completed,32,44,37.5,Employed,Improved
B1800,Male,24,Nainital,Uttarakhand,Skill Development,2024-03-12,6,1238,Completed,39,56,43.59,Employed,Improved
B1801,Female,38,Nainital,Uttarakhand,Digital Literacy,2024-11-13,8,3346,Incomplete,54,61,12.96,Unemployed,Not Improved
B1802,Male,44,Roorkee,Uttarakhand,Digital Literacy,2025-06-24,4,1709,Completed,66,100,51.52,Employed,Improved
B1803,Female,28,Nainital,Uttarakhand,Digital Literacy,2024-06-26,4,3570,Completed,57,93,63.16,Unemployed,Improved
B1804,Male,28,Nainital,Uttarakhand,Skill Development,2024-11-08,8,3578,Completed,44,77,75.0,Employed,Improved
B1805,Male,35,Udham Singh Nagar,Uttarakhand,Skill Development,2024-05-20,4,1772,Completed,56,71,26.79,Employed,Improved
B1806,Male,22,Nainital,Uttarakhand,Digital Literacy,2024-03-28,6,3773,Incomplete,20,53,165.0,Employed,Improved
B1807,Female,38,Udham Singh Nagar,Uttarakhand,Skill Development,2025-06-10,4,2985,Completed,21,37,76.19,Unemployed,Improved
B1808,Female,38,Udham Singh Nagar,Uttarakhand,Skill Development,2025-11-01,6,1996,Completed,48,61,27.08,Unemployed,Improved
B1809,Female,19,Dehradun,Uttarakhand,Employment Readiness,2025-06-21,6,1411,Completed,46,63,36.96,Unemployed,Improved
B1810,Male,32,Udham Singh Nagar,Uttarakhand,Skill Development,2025-07-11,6,2367,Completed,67,76,13.43,Unemployed,Not Improved
B1811,Female,29,Roorkee,Uttarakhand,Digital Literacy,2024-05-02,6,2870,Completed,33,43,30.3,Employed,Improved
B1812,Male,36,Dehradun,Uttarakhand,Skill Development,2024-09-12,4,1790,Completed,47,55,17.02,Unemployed,Not Improved
B1813,Female,28,Roorkee,Uttarakhand,Digital Literacy,2024-03-26,6,3085,Completed,36,63,75.0,Employed,Improved
B1814,Female,22,Dehradun,Uttarakhand,Employment Readiness,2025-08-07,6,1941,Completed,62,76,22.58,Unemployed,Improved
B1815,Female,37,Haridwar,Uttarakhand,Digital Literacy,2024-10-25,8,1556,Completed,61,92,50.82,Unemployed,Improved
B1816,Female,22,Dehradun,Uttarakhand,Skill Development,2024-01-26,4,4599,Completed,42,74,76.19,Employed,Improved
B1817,Female,25,Dehradun,Uttarakhand,Employment Readiness,2025-01-08,8,3193,Completed,32,62,93.75,Unemployed,Improved
B1818,Male,26,Nainital,Uttarakhand,Employment Readiness,2025-12-03,8,4332,Completed,70,100,42.86,Unemployed,Improved
B1819,Female,33,Dehradun,Uttarakhand,Employment Readiness,2024-05-01,4,3007,Completed,37,56,51.35,Employed,Improved
B1820,Female,29,Nainital,Uttarakhand,Skill Development,2024-12-10,4,4190,Completed,33,43,30.3,Employed,Improved
B1821,Female,41,Nainital,Uttarakhand,Skill Development,2025-03-05,4,4932,Incomplete,31,40,29.03,Employed,Improved
B1822,Male,42,Roorkee,Uttarakhand,Skill Development,2024-07-30,6,4063,Incomplete,30,39,30.0,Employed,Improved
B1823,Female,28,Nainital,Uttarakhand,Employment Readiness,2025-09-26,6,2228,Incomplete,22,51,131.82,Unemployed,Improved
B1824,Male,19,Dehradun,Uttarakhand,Digital Literacy,2025-02-23,4,3419,Completed,49,83,69.39,Employed,Improved
B1825,Female,44,Nainital,Uttarakhand,Skill Development,2025-04-15,8,1371,Completed,31,64,106.45,Unemployed,Improved
B1826,Female,24,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-07-19,8,1110,Completed,32,52,62.5,Unemployed,Improved
B1827,Female,33,Dehradun,Uttarakhand,Digital Literacy,2025-05-05,8,3848,Completed,60,73,21.67,Unemployed,Improved
B1828,Male,29,Roorkee,Uttarakhand,Skill Development,2025-07-21,8,2751,Completed,69,100,44.93,Unemployed,Improved
B1829,Male,33,Nainital,Uttarakhand,Employment Readiness,2025-08-23,4,2340,Incomplete,67,100,49.25,Unemployed,Improved
B1830,Female,35,Nainital,Uttarakhand,Employment Readiness,2025-05-31,4,2657,Completed,51,78,52.94,Employed,Improved
B1831,Male,41,Haridwar,Uttarakhand,Digital Literacy,2024-03-31,6,2899,Completed,47,82,74.47,Unemployed,Improved
B1832,Female,34,Dehradun,Uttarakhand,Digital Literacy,2024-04-26,8,2348,Completed,26,65,150.0,Employed,Improved
B1833,Female,22,Haridwar,Uttarakhand,Digital Literacy,2025-08-18,4,3363,Completed,21,57,171.43,Employed,Improved
B1834,Female,34,Nainital,Uttarakhand,Skill Development,2024-06-05,8,4653,Completed,20,52,160.0,Unemployed,Improved
B1835,Female,24,Haridwar,Uttarakhand,Skill Development,2024-01-31,8,2596,Completed,53,80,50.94,Unemployed,Improved
B1836,Male,30,Haridwar,Uttarakhand,Skill Development,2024-01-24,6,3552,Completed,53,79,49.06,Employed,Improved
B1837,Female,35,Dehradun,Uttarakhand,Digital Literacy,2024-03-23,8,3410,Completed,64,99,54.69,Employed,Improved
B1838,Male,18,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-07-16,8,4438,Completed,24,38,58.33,Employed,Improved
B1839,Male,28,Nainital,Uttarakhand,Skill Development,2024-02-02,8,4073,Completed,33,47,42.42,Employed,Improved
B1840,Female,43,Nainital,Uttarakhand,Digital Literacy,2024-09-11,4,3735,Completed,60,91,51.67,Unemployed,Improved
B1841,Female,37,Udham Singh Nagar,Uttarakhand,Skill Development,2025-03-01,8,3082,Completed,38,74,94.74,Employed,Improved
B1842,Female,28,Udham Singh Nagar,Uttarakhand,Employment Readiness,2024-10-29,6,4653,Completed,33,62,87.88,Unemployed,Improved
B1843,Female,39,Haridwar,Uttarakhand,Digital Literacy,2025-07-03,6,3331,Completed,33,46,39.39,Employed,Improved
B1844,Male,23,Nainital,Uttarakhand,Digital Literacy,2024-01-29,8,2275,Completed,56,63,12.5,Employed,Not Improved
B1845,Female,32,Haridwar,Uttarakhand,Employment Readiness,2025-05-25,6,2882,Completed,57,96,68.42,Unemployed,Improved
B1846,Female,42,Nainital,Uttarakhand,Skill Development,2025-10-06,6,3183,Completed,30,35,16.67,Unemployed,Not Improved
B1847,Male,23,Nainital,Uttarakhand,Digital Literacy,2024-02-18,8,4997,Completed,51,61,19.61,Unemployed,Not Improved
B1848,Male,22,Haridwar,Uttarakhand,Skill Development,2024-02-03,4,1683,Completed,67,76,13.43,Employed,Not Improved
B1849,Male,41,Nainital,Uttarakhand,Digital Literacy,2024-10-26,8,2303,Completed,54,67,24.07,Unemployed,Improved
B1850,Female,40,Nainital,Uttarakhand,Skill Development,2025-03-30,6,2957,Incomplete,54,79,46.3,Employed,Improved
B1851,Male,39,Udham Singh Nagar,Uttarakhand,Employment Readiness,2025-10-21,4,4929,Completed,63,83,31.75,Unemployed,Improved
B1852,Male,29,Nainital,Uttarakhand,Digital Literacy,2024-01-08,8,1064,Completed,30,50,66.67,Unemployed,Improved
B1853,Male,41,Dehradun,Uttarakhand,Skill Development,2025-08-04,4,4670,Completed,46,74,60.87,Unemployed,Improved
B1854,Male,44,Dehradun,Uttarakhand,Employment Readiness,2024-12-23,4,1063,Completed,43,72,67.44,Unemployed,Improved
B1855,Male,21,Roorkee,Uttarakhand,Skill Development,2024-03-24,8,4673,Completed,57,71,24.56,Unemployed,Improved
